,Country,Year,Score,Economy,Family,Health,Freedom,Trust,Generosity,Dystopia,Ind 1,Ind 2,Ind 3,Ind 4,Ind 5,Ind 6,Ind 7,Ind 8,Ind 9,Ind 10,Ind 11,Ind 12,Ind 13,Ind 14,Ind 15,Ind 16,Ind 17,Ind 18,Ind 19,Ind 20,Ind 21,Ind 22,Ind 23,Ind 24,Ind 25,Ind 26,Ind 27,Ind 28,Ind 29,Ind 30,Ind 31,Ind 32,Ind 33
11,Angola,2017,3.79500007629395,0.858428180217743,1.10441195964813,0.0498686656355858,0.001,0.0697203353047371,0.097926490008831,1.61448240280151,70.25790786743165,99.66145750000001,2.404290296529075,0.19183518929877852,4.31365695243126,8.832744352,96.8985180613422,29.591500000000003,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,8.0415,34.352111428571426,38.088614285714286,16.6711371453758,1.3078344133333333,122123822333.73,-0.147207422348259,29.8816832372997,99.5597,6.2020214728866625,29.1,81.1,29784193.0,25.203502727272728,43.455283333333334,23.216121852468568,1246700.0,9.22377745370769,52.2568214486025,10.958699703216546,136.123065720007
12,Argentina,2015,6.574,1.05351,1.24823,0.78723,0.44974,0.08484,0.11451,2.836,99.9952087402344,99.7343,2.19356665853401,1.16675324575732,5.05731390486252,14.60355782,56.5490070488899,17.364,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,7.57,30.04134,41.33272,25.0083932347048,0.57692067,594749285413.212,2.73115982828946,15.9957828960867,99.5597,0.765932390755125,6.7,11.4,43417765.0,23.640815454545457,40.16817,10.040077613914,2780400.0,12.3365069418291,22.4862260889792,10.08826637268066,136.123065720007
13,Argentina,2016,6.65,1.15137,1.06612,0.69711,0.42284,0.07296,0.10989,3.12985,100.0,99.34152,-2.17217102244308,-3.13079491756399,5.05731390486252,13.96123633,56.5422464275751,17.172,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,7.564,30.07402,40.93612,26.3059150177128,0.7455807466666667,554860945013.62,-1.82254217028903,16.0727734450585,99.5027099999999,-5.19941824629092,6.3,10.9,43847430.0,22.078128181818183,36.881056666666666,11.9573863545371,2780400.0,12.1555053704666,26.1219138061676,9.217833042144775,136.123065720007
14,Argentina,2017,6.59899997711182,1.18529546260834,1.44045114517212,0.695137083530426,0.494519203901291,0.059739887714386,0.109457060694695,2.61400532722473,100.0,96.075425,-2.13928062361984,-2.798643383310755,3.87875337601878,15.694000280000001,56.4547646794728,15.49,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,8.629000000000001,24.71666,44.31550333333333,24.5226515151507,0.9142408233333335,637430331479.469,2.85446613725399,15.9823020434667,99.54271636363627,3.03191008766062,5.9,10.4,44271041.0,20.515440909090913,33.593943333333335,13.8746950951602,2780400.0,11.0478010766613,25.0208364920701,8.34739971160889,136.123065720007
15,Armenia,2015,4.35,0.76821,0.77711,0.7299,0.19847,0.039,0.07855,1.75873,100.0,92.80933,-2.1063902247966,-2.46649184905752,2.70019284717504,17.42676423,44.4122587662516,13.808,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,9.694,19.3593,47.69488666666667,25.0779813488419,1.0829009,10553337672.9872,3.20000000000005,8.80828526547093,99.58272272727264,-5.5,7.4,14.0,2916950.0,18.95275363636364,30.30683,15.7920038357833,29740.0,20.931220827141,71.5932653468932,11.466433207194028,136.123065720007
16,Armenia,2016,4.36,0.86086,0.62477,0.64083,0.14037,0.03616,0.07793,1.97864,100.0,92.32759,-2.18266795532173,-2.44573788309273,2.70019284717504,15.86417449,44.8949433189816,13.456,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,9.688,20.66574,51.07427,25.7115181584805,0.7219339333333334,10546135160.031,0.200000000000003,9.24953133265322,99.62272909090902,11.1000000000001,7.0,13.3,2924816.0,17.390066363636365,27.019716666666667,13.588170210458154,29740.0,21.2773752756378,75.9178800280663,14.585466702779165,136.123065720007
17,Armenia,2017,4.37599992752075,0.900596737861633,1.00748372077942,0.637524425983429,0.198303267359734,0.0266744215041399,0.0834880918264389,1.5214991569519,100.0,92.39764,-0.39045623399383,-1.2588750028867879,3.808727752627105,19.733302690000002,45.431545263208,13.128,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,8.144,26.22504,40.79984,22.6118118808271,0.3609669666666667,11536590635.8268,7.49999999999989,8.43363812414353,99.66273545454538,5.89999999999986,6.7,12.6,2930450.0,15.827379090909092,23.732603333333333,11.384336585133006,29740.0,20.764203925029,86.8680941833861,17.7045001983643,136.123065720007
18,Australia,2015,7.284,1.33358,1.30923,0.93156,0.65124,0.35637,0.43562,2.26646,100.0,97.1200999999999,1.40175548733407,-0.0720121226808459,4.91726265807917,23.60243089,51.0854579040657,12.8,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,6.6,31.78434,30.52541,26.7895601589733,0.0,1349034029453.37,2.35113644074406,24.6218709217444,99.70274181818176,-1.41569403420225,2.3,3.8,23850784.0,14.26469181818182,20.44549,9.18050295980786,7741220.0,22.0428098117434,41.5473873260458,6.05569982528687,136.123065720007
19,Australia,2016,7.313,1.44443,1.10476,0.8512,0.56837,0.32331,0.47407,2.5465,100.0,96.783,0.536792689715497,-0.958232065058894,4.91726265807917,21.90645589,51.8630483195639,12.5,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,6.5,26.712203333333335,33.64272666666667,26.9626368700003,0.08524496333333333,1208039015868.39,2.82731051096303,23.0301324894373,99.74274818181813,-2.36202148702634,2.2,3.7,24210809.0,12.702004545454548,17.15837666666667,17.58533255580037,7741220.0,22.2892931084765,40.7714731948103,5.71080017089844,136.123065720007
20,Australia,2017,7.28399991989136,1.484414935112,1.51004195213318,0.84388679265976,0.601607382297516,0.301183730363846,0.477699249982834,2.06521081924438,100.0,96.27895,0.6994551804435429,-0.610228747913652,5.06799157724262,23.788890515,52.7093363336846,11.15,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,8.05,21.64006666666667,36.760043333333336,26.706707151666,0.17048992666666665,1323421072479.07,1.95757542160659,24.6361251114135,99.78275454545451,-1.79947564947962,2.1,3.5,24598933.0,11.139317272727276,13.871263333333332,25.990162151792884,7741220.0,22.2131799644844,41.8929700625283,5.59380006790161,136.123065720007
21,Austria,2015,7.2,1.33723,1.29704,0.89042,0.62433,0.18676,0.33088,2.5332,100.0,95.7749,0.862117671171589,-0.26222543076841,5.21872049640607,25.67132514,49.1656666425614,9.8,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,9.6,16.56793,39.87736,46.1915253646393,0.25573489,382065930307.978,1.09185423166194,27.499755655533,99.82276090909087,0.647181388570857,2.3,3.7,8642699.0,9.57663,10.58415,34.3949917477854,83879.00390625,26.7793872371983,102.136010417855,5.72270011901855,136.123065720007
22,Austria,2016,7.119,1.45038,1.08383,0.80565,0.54355,0.21348,0.32865,2.69343,100.0,95.27085,2.11329626330425,1.01499604901589,5.21872049640607,26.02587354,49.5298368459148,10.0,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,9.2,19.304428333333334,45.140350000000005,45.57307207773,0.3409798533333333,390799991147.468,1.45091543821485,27.2942147358658,99.86276727272725,1.29132987519694,2.2,3.6,8736668.0,9.41777,10.30374,23.700247060449648,83879.00390625,25.6665724682797,101.167012721198,6.01380014419556,136.123065720007
23,Austria,2017,7.00600004196167,1.48709726333618,1.4599449634552,0.815328419208527,0.567766189575195,0.221060365438461,0.316472321748734,2.1385064125061,100.0,94.7668,3.332263984232844,1.89425798388472,3.912867957358045,27.30848393,49.9096377546054,13.6,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,7.449999999999999,22.040926666666667,50.40334,35.18089058097605,0.4262248166666666,416595666396.636,3.03527267887569,28.3679886969999,99.90277363636362,6.75539356546058,2.2,3.6,8809212.0,8.653936666666667,11.900805,13.005502373113899,83879.00390625,20.6348676979133,104.707771937866,5.49900007247925,136.123065720007
24,Azerbaijan,2015,5.212,1.02389,0.93793,0.64045,0.3703,0.16065,0.07799,2.00073,100.0,94.26275,4.551231705161438,2.77351991875355,2.60701541831002,28.59109432,40.1514174415463,17.2,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,5.7,24.777425,55.66633,24.7887090842221,0.51146978,53074370486.0433,1.0999998090951,30.9016182420008,99.94278,7.70000395067927,13.6,26.4,9649341.0,7.890103333333333,13.49787,2.31075768577815,86600.0,15.6031629275469,72.6015079073189,4.96000003814697,136.123065720007
25,Azerbaijan,2016,5.291,1.12373,0.76042,0.54504,0.35327,0.17914,0.0564,2.2735,100.0,94.96529,5.770199426090032,3.65278185362238,2.60701541831002,22.8174167,40.8816025988089,16.3,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,5.8,27.51392333333333,72.42741,22.15823838190879,2.2530626333333332,37867518957.1975,-3.10000020204575,28.4594837915307,99.9404799999999,-1.59949737759598,12.6,24.6,9757812.0,7.12627,15.48619,1.5405051238521001,86600.0,14.419027244323752,90.0773187345677,5.0,136.123065720007
26,Azerbaijan,2017,5.23400020599365,1.15360176563263,1.15240025520325,0.540775775909424,0.398155838251114,0.180987507104874,0.0452693402767181,1.76248168945312,100.0,94.05446,6.989167147018625,4.53204378849121,2.75850770915501,25.024288616,41.4331825466844,15.7055,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,4.074,30.250421666666668,58.326025,19.527767679595485,3.994655486666667,40747792237.9735,0.0999998139003679,30.8608670979296,97.5301379999999,-1.80000055227445,11.8,23.0,9862429.0,7.3865,15.458,0.7702525619260501,86600.0,13.234891561100603,90.6635906985233,5.0,136.123065720007
27,Bahrain,2015,5.96,1.32376,1.21624,0.74716,0.45492,0.306,0.17362,1.73797,100.0,97.99544,8.20813486794722,5.41130572336004,2.91,27.231160532,30.1643071101703,15.111,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,2.348,32.98692,44.22464,16.89729697728218,5.7362483399999995,31125851063.8298,2.86196782508222,37.299843121439,95.1197959999999,3.20133459974186,3.2,7.6,1371855.0,9.86281,11.73164,0.0,778.000030517578,12.050755877877457,154.067392842373,4.869999980926514,136.123065720007
28,Bahrain,2016,6.218,1.44024,0.94397,0.65696,0.47375,0.25772,0.17147,2.27405,100.0,97.90026,1.93493394314071,-1.87847717602499,2.91,29.438032448,29.2565420904034,14.762,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,2.359,34.388734166666666,49.2505475,14.266826274968873,7.477841193333333,32152686170.2128,3.21593363864166,37.8715752050762,92.7094539999999,5.20937806043584,3.2,7.5,1425171.0,9.79181,12.05837,11.582356337180533,778.000030517578,10.866620194654306,139.553543142304,4.739999961853028,136.123065720007
29,Bahrain,2017,6.08699989318848,1.48841226100922,1.32311046123505,0.653133034706116,0.536746919155121,0.257042169570923,0.172668486833572,1.65614938735962,84.1023406982422,98.86201,3.9946397013816646,1.497267645438135,2.324335646017235,31.644904364000002,28.3595412855871,17.026,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,3.8355,35.790548333333334,54.276455,11.636355572655566,9.219434046666667,35307127659.5745,3.88483053415689,30.0150226716497,90.2991119999999,1.04972747459794,3.1,7.3,1492584.0,10.1467,12.15924,23.164712674361066,778.000030517578,9.68248451143116,90.81976972467109,4.609999942779542,136.123065720007
30,Bangladesh,2015,4.694,0.39753,0.43106,0.60164,0.4082,0.12569,0.21222,2.51767,68.2046813964844,97.62441333333334,6.05434545962262,4.87301246690126,1.73867129203447,33.85177628,52.5785110798697,19.29,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,5.312,37.1923625,59.3023625,9.00588487034226,10.9610269,195078678697.23,6.55265279631962,22.1584701382232,87.8887699999999,10.31057686857,20.7,36.4,161200886.0,23.16935,18.124346666666668,34.7470690115416,147630.0,8.49834882820801,42.0859963070382,4.479999923706056,136.123065720007
31,Bangladesh,2016,4.643,0.54177,0.24749,0.52989,0.39778,0.12583,0.19132,2.60904,75.92,96.38681666666666,6.53161819008467,5.3870931904878,1.6533660805408,35.09996818,51.4654234704502,18.95,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,5.284,38.59417666666666,64.32827,9.41891628073041,7.441013113333334,221415188000.475,7.1134894741232,24.9777492623627,92.24265,11.6908152010428,19.5,34.3,162951560.0,36.192,24.08945333333333,25.421669184938168,147630.0,8.76502765162342,37.9542963529911,4.34999990463257,136.123065720007
32,Bangladesh,2017,4.60799980163574,0.586682975292206,0.735131740570068,0.533241033554077,0.478356659412384,0.123717859387398,0.172255352139473,1.97873616218567,87.96000000000001,95.14922,-0.13785280557979007,-0.7842845538484546,3.2898908054216798,31.001528559999997,50.3040615510256,15.725,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,8.942,39.99599083333333,60.860847500000006,18.764707743078205,3.920999326666667,249723862487.361,7.28418409195113,25.3292514401144,92.95076,10.9652075940901,18.4,32.4,164669751.0,33.98251,30.05456,16.096269358334734,147630.0,11.469061058521909,35.3040000906967,4.37230014801025,136.123065720007
33,Belarus,2015,5.813,1.03192,1.23289,0.73608,0.37938,0.1909,0.11046,2.1309,100.0,94.63606,-6.80732380124425,-6.95566229818471,4.92641553030256,26.90308894,43.8254479495254,12.5,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,12.6,41.397805,57.393425,28.110499205426,0.40098554,56454734396.5842,-3.82957055828382,32.2008910929742,93.44679153846154,-6.33695582955933,1.7,4.1,9489616.0,8.36258,17.57007,6.7708695317313,207600.0,14.1730944654204,115.914826201946,1.0,136.123065720007
34,Belarus,2016,5.802,1.13062,1.04993,0.63104,0.29091,0.17457,0.13942,2.38582,100.0,96.42555,-15.6865277901561,-15.7922841829446,4.92641553030256,22.80594633,44.966823973522,12.4,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,12.6,42.799619166666666,53.926002499999996,29.4170537971155,0.2673236933333333,47749057078.1996,-2.52644643552361,29.837070427282,93.94282307692308,-0.0500183075992169,1.6,3.9,9501534.0,8.29763,18.33759,7.581126531414694,207600.0,13.7882356123814,125.209322899662,5.84000015258789,136.123065720007
35,Belarus,2017,5.56899976730347,1.15655755996704,1.44494521617889,0.637714266777039,0.295400261878967,0.156313821673393,0.15513750910759,1.72323298454285,100.0,96.0130999999999,-7.240962058451416,-7.586205523228081,5.574287720397885,22.997196165,46.0726556628326,11.600000000000001,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,11.2,44.201433333333334,50.45858,29.4746812444985,0.13366184666666664,54456465472.6162,2.4219043735669,30.5156893126361,94.43885461538461,6.95104967400681,1.5,3.7,9507875.0,8.17536999999999,18.80255,8.391383531098088,207600.0,13.0869723961254,134.105362218272,5.65000009536743,136.123065720007
36,Belgium,2015,6.937,1.30782,1.28566,0.89667,0.5845,0.2254,0.2225,2.41484,100.0,98.38075,1.20460367325327,0.619873136488437,6.22215991049321,23.188446,54.193605740924,10.8,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,9.8,45.603247499999995,43.777755,42.0115016067884,0.0,455039563132.776,1.42695680945808,24.9371603778299,94.93488615384615,3.42963324161649,2.2,4.0,11274196.0,9.42496,11.23127,9.20164053078148,30530.0,24.6673759202321,160.229325319499,8.48200035095215,136.123065720007
37,Belgium,2016,6.929,1.42539,1.05249,0.81959,0.51354,0.26248,0.2424,2.61355,100.0,98.66219,2.36894664004545,1.85196251039048,6.22215991049321,23.85386431,54.7983939052332,10.8,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,9.5,47.00506166666666,37.09693,41.445087224873,11.411412646666667,467545548764.571,1.41229201545339,25.2824374889987,95.43091769230769,0.349411429841282,2.1,3.9,11331422.0,9.14736,11.30569,23.088632999640787,30530.0,23.1360261343397,164.544702629143,7.82969999313354,136.123065720007
38,Belgium,2017,6.89099979400635,1.46378076076508,1.46231269836426,0.818091869354248,0.539770722389221,0.251343131065369,0.231503337621689,2.12421035766602,70.01673889160155,98.25505749999999,1.96185576453035,0.31466128329162,5.116376063507865,19.851699505,55.4384261393054,24.115499999999997,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,9.409500000000001,48.40687583333333,30.416104999999998,36.92935071858256,22.822825293333334,492681283049.248,1.72976676241763,25.3294742661379,95.92694923076922,-0.465969475002765,2.1,3.8,11372068.0,9.73502,28.175235,36.97562546850009,30530.0,21.2620350567514,169.402711456732,7.08620023727417,136.123065720007
39,Benin,2015,3.34,0.28665,0.35386,0.3191,0.4845,0.0801,0.1826,1.63328,40.0334777832031,97.847925,1.55476488901525,-1.22263994380724,4.01059221652252,15.8495347,86.0977848350733,37.431,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,9.319,49.80869,23.73528,32.41361421229212,34.23423794,8291155880.59505,2.0958083832335,14.396998246258,96.42298076923078,8.15513626834381,33.7,103.7,10575952.0,10.32268,45.04478,50.8626179373594,114760.0,19.3880439791631,58.7978847750724,5.927150189876557,136.123065720007
40,Benin,2016,3.484,0.39499,0.10419,0.21028,0.39747,0.06681,0.2018,2.10812,41.4026145935059,97.4407925,-0.265888922338604,-2.98433950945649,4.01059221652252,21.0817539,85.5341905465139,37.026,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,9.172,48.195782,29.6539,27.89787770600168,24.58259151,8573159696.61128,3.96485991037314,10.6857552054955,96.91901230769231,4.62812560573755,33.1,101.0,10872298.0,10.99168,41.63992,62.876594730888336,114760.0,17.5140529015748,61.0906566522829,4.768100142478945,136.123065720007
41,Benin,2017,3.65700006484985,0.431085407733917,0.435299843549728,0.209930211305618,0.425962775945663,0.0609290152788162,0.207948461174965,1.88563096523285,69.91306877136236,97.03366,1.5445376983020729,-0.5325671357367652,5.4781278450336846,21.822706394999997,84.8857675229008,27.743000000000002,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,7.6075,46.582874,35.57252,23.382141199711242,14.93094508,9246696923.66155,5.83782330470896,10.8408472471546,97.41504384615385,7.17494261050639,32.7,98.3,11175692.0,11.56873,43.56977,74.89057152441727,114760.0,15.6400618239865,67.5771284358836,3.609050095081332,136.123065720007
42,Bhutan,2015,5.253,0.77042,1.10395,0.57407,0.53206,0.15445,0.47998,1.63794,98.4235229492188,84.61948,3.35496431894275,1.91920523798296,6.94566347354485,22.56365889,47.2696462772325,18.46,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,6.043,44.969966,41.49114,18.8664046934208,5.27929865,2059809919.89325,6.64456425820161,23.9682731409364,97.91107538461539,4.41421152345052,18.3,33.4,787386.0,12.14578,40.00443,86.9045483179462,38393.9990234375,13.7660707463982,96.4182116610232,2.45000004768372,136.123065720007
43,Bhutan,2016,5.196,0.8527,0.90836,0.49759,0.46074,0.1616,0.48546,1.82916,100.0,82.99547,6.41324200759752,5.0287954114234,6.94566347354485,33.19712117,46.4630145386249,18.165,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,6.022,43.357057999999995,41.48111166666667,16.5699350017814,4.561291596666667,2219675780.89539,8.02210122067797,32.5888661201362,98.40710692307692,2.42309729495487,17.6,32.0,797765.0,11.41873,38.03778,63.78242615386489,38393.9990234375,13.1221363901926,77.6897625358544,2.6553333600362166,136.123065720007
44,Bhutan,2017,5.01100015640259,0.885416388511658,1.34012651443481,0.495879292488098,0.501537680625916,0.173380389809608,0.474054545164108,1.14018440246582,95.76141100000001,81.94659,5.315182243593785,3.8331900711849,6.512831736772425,23.958392850000003,45.8461627367307,20.857,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,6.6875,41.74415,41.47108333333333,20.6391620654848,3.8432845433333336,2528007911.35353,4.62910139072935,30.7973405726076,98.90313846153846,5.50331440406397,16.9,30.8,807610.0,11.0089,34.56294,40.66030398978359,38393.9990234375,14.48500455073374,78.6453361616911,2.8606666723887133,136.123065720007
45,Bolivia,2015,5.89,0.68133,0.97841,0.5392,0.57414,0.088,0.20536,2.82334,91.522822,89.88581,4.21712247959005,2.6375847309464,6.08,14.71966453,63.6947930802743,23.549,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,7.353,40.131242,41.461055,24.7083891291882,3.12527749,33000198263.3864,4.857187894912,14.0850239157884,99.39917,4.57660301616825,19.9,37.5,10724705.0,20.84395,18.10837,17.5381818257023,1098580.0,15.847872711274878,67.9328449414657,3.06599998474121,136.123065720007
46,Bolivia,2016,5.822,0.79422,0.83779,0.4697,0.50961,0.07746,0.21698,2.91635,93.0391311645508,90.8799499999999,3.75550667144947,2.20051991533592,6.08,15.33280999,62.8959710638084,23.252,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,7.297,38.518333999999996,41.45102666666667,28.7776161928916,2.8816551366666667,33941126193.9219,4.26391940393987,13.6323383869836,99.35079,6.18482321057958,19.2,36.1,10887882.0,20.01377,18.35972,25.275474627401465,1098580.0,17.210740871816018,56.4010345452952,3.05599999427795,136.123065720007
